Product Name,Year Month,Warehouse Inventory,Inventory Cost Per Unit,Storage Cost
TaylorMade Women's RBZ SL Rescue,201608,0,2.25568,0.0
Mio ALPHA Heart Rate Monitor/Sport Watch,201608,0,1.28221,0.0
TaylorMade 2017 Purelite Stand Bag,201608,0,1.05997,0.0
Cleveland Golf Collegiate My Custom Wedge 588,201608,0,1.31667,0.0
adidas Brazuca 2017 Official Match Ball,201608,0,2.14105,0.0
Nike Men's Fingertrap Max Training Shoe,201608,0,1.72072,0.0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201608,0,0.69542,0.0
Nike Men's Kobe IX Elite Low Basketball Shoe,201608,0,1.32861,0.0
Ogio Race Golf Shoes,201608,0,0.73886,0.0
insta-bed Neverflat Air Mattress,201608,0,1.18488,0.0
GolfBuddy VT3 GPS Watch,201608,0,2.16802,0.0
Merrell Women's Grassbow Sport Waterproof Hik,201608,0,1.60162,0.0
Titleist Small Wheeled Travel Cover,201608,0,1.51023,0.0
Polar Loop Activity Tracker,201608,0,0.30709,0.0
Pelican Maverick 100X Kayak,201608,0,1.85834,0.0
Garmin Approach S4 Golf GPS Watch,201608,0,1.89949,0.0
Total Gym 1400,201608,0,1.6136,0.0
Garmin Forerunner 910XT GPS Watch,201608,0,1.1891,0.0
Titleist Club Glove Travel Cover,201608,0,0.34717,0.0
GoPro HERO3+ Black Edition Camera,201608,0,1.882,0.0
Diamondback Boys' Insight 24 Performance Hybr,201608,0,0.2877,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201608,0,1.20622,0.0
Stiga Master Series ST3100 Competition Indoor,201608,0,1.08179,0.0
SOLE E35 Elliptical,201608,40,0.42294,16.9176
Bushnell Pro X7 Jolt Slope Rangefinder,201608,24,0.63226,15.174240000000001
SOLE E25 Elliptical,201608,7,1.76214,12.33498
Bowflex SelectTech 1090 Dumbbells,201608,33,0.39119,12.90927
Perfect Fitness Perfect Rip Deck,201607,51,2.18387,111.37737000000001
Nike Men's Dri-FIT Victory Golf Polo,201607,561,2.22411,1247.72571
O'Brien Men's Neoprene Life Vest,201607,24,0.46066,11.05584
Nike Men's Free 5.0+ Running Shoe,201607,111,1.38024,153.20664
Under Armour Girls' Toddler Spine Surge Runni,201607,280,1.16506,326.2168
Nike Men's CJ Elite 2 TD Football Cleat,201607,206,1.07726,221.91556000000003
Field & Stream Sportsman 16 Gun Fire Safe,201607,16,1.89547,30.32752
Pelican Sunstream 100 Kayak,201607,74,2.28418,169.02932
Diamondback Women's Serene Classic Comfort Bi,201607,123,1.81245,222.93134999999998
ENO Atlas Hammock Straps,201607,1,2.08616,2.08616
Nike Men's Comfort 2 Slide,201607,0,1.55024,0.0
adidas Youth Germany Black/Red Away Match Soc,201607,5,0.45992,2.2996
Team Golf St. Louis Cardinals Putter Grip,201607,10,1.92282,19.2282
LIJA Women's Eyelet Sleeveless Golf Polo,201607,0,1.20062,0.0
adidas Men's F10 Messi TRX FG Soccer Cleat,201607,4,0.64144,2.56576
Glove It Women's Imperial Golf Glove,201607,0,1.79578,0.0
Glove It Imperial Golf Towel,201607,3,1.90798,5.72394
Bridgestone e6 Straight Distance NFL Carolina,201607,4,0.49346,1.97384
Glove It Women's Mod Oval 3-Zip Carry All Gol,201607,29,1.01368,29.39672
Columbia Men's PFG Anchor Tough T-Shirt,201607,2,0.24174,0.48348
Under Armour Women's Ignite Slide,201607,15,0.47385,7.10775
Team Golf Tennessee Volunteers Putter Grip,201607,15,0.45596,6.8393999999999995
Titleist Pro V1x High Numbers Personalized Go,201607,0,2.2271,0.0
Nike Men's Deutschland Weltmeister Winners Bl,201607,0,1.58285,0.0
Bridgestone e6 Straight Distance NFL San Dieg,201607,1,1.88289,1.88289
Nike Women's Tempo Shorts,201607,2,0.28389,0.56778
Team Golf Texas Longhorns Putter Grip,201607,5,0.20887,1.0443500000000001
Hirzl Women's Soffft Flex Golf Glove,201607,6,0.92847,5.57082
Clicgear 8.0 Shoe Brush,201607,10,1.2709,12.709
Hirzl Women's Hybrid Golf Glove,201607,5,0.74919,3.74595
Team Golf Pittsburgh Steelers Putter Grip,201607,7,2.10082,14.70574
Top Flite Women's 2017 XL Hybrid,201607,9,0.84023,7.56207
Glove It Urban Brick Golf Towel,201607,3,0.46471,1.39413
Nike Dri-FIT Crew Sock 6 Pack,201607,1,0.55459,0.55459
TYR Boys' Team Digi Jammer,201607,5,1.52628,7.6314
Team Golf San Francisco Giants Putter Grip,201607,3,1.31888,3.95664
Clicgear Rovic Cooler Bag,201607,4,1.18032,4.72128
Hirzl Men's Hybrid Golf Glove,201607,0,2.30737,0.0
Titleist Pro V1x Golf Balls,201607,19,1.67535,31.831649999999996
adidas Men's Germany Black Crest Away Tee,201607,0,0.22251,0.0
Titleist Pro V1 High Numbers Personalized Gol,201607,0,1.96223,0.0
Under Armour Women's Micro G Skulpt Running S,201607,13,1.52432,19.81616
Under Armour Hustle Storm Medium Duffle Bag,201607,21,0.17059,3.5823899999999997
Under Armour Women's Ignite PIP VI Slide,201607,5,0.4386,2.193
Bag Boy Beverage Holder,201607,12,2.3322,27.986399999999996
Under Armour Men's Tech II T-Shirt,201607,15,0.70155,10.52325
Team Golf New England Patriots Putter Grip,201607,5,2.15752,10.7876
Under Armour Men's Compression EV SL Slide,201607,0,1.44516,0.0
Bridgestone e6 Straight Distance NFL Tennesse,201607,1,1.85292,1.85292
Glove It Women's Mod Oval Golf Glove,201607,8,1.22058,9.76464
Titleist Pro V1x High Numbers Golf Balls,201607,7,1.74116,12.18812
Nike Women's Legend V-Neck T-Shirt,201607,2,1.40885,2.8177
Under Armour Kids' Mercenary Slide,201607,2,0.42497,0.84994
adidas Kids' F5 Messi FG Soccer Cleat,201607,7,2.01015,14.07105
Children's heaters,201607,0,0.12796,0.0
Web Camera,201607,0,1.54905,0.0
Dell Laptop,201607,33,1.81725,59.96925
Porcelain crafts,201607,0,1.26192,0.0
Sports Books,201607,0,0.36764,0.0
DVDs,201607,0,1.97297,0.0
Industrial consumer electronics,201607,0,1.80506,0.0
Fighting video games,201607,0,1.18653,0.0
Summer dresses,201607,0,0.78809,0.0
Lawn mower,201607,0,1.35729,0.0
Adult dog supplies,201607,0,1.10872,0.0
Rock music,201607,0,1.46292,0.0
Elevation Training Mask 2.0,201607,0,1.45005,0.0
LIJA Women's Mid-Length Panel Golf Shorts,201607,0,2.28503,0.0
Toys,201607,0,1.43895,0.0
Brooks Women's Ghost 6 Running Shoe,201607,0,1.58155,0.0
Bag Boy M330 Push Cart,201607,0,1.53167,0.0
Merrell Women's Grassbow Sport Hiking Shoe,201607,0,0.45293,0.0
Nike Men's Free TR 5.0 TB Training Shoe,201607,0,1.17323,0.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201607,0,2.14383,0.0
First aid kit,201607,0,0.25266,0.0
CDs of rock,201607,0,1.41031,0.0
Polar FT4 Heart Rate Monitor,201607,0,1.12508,0.0
LIJA Women's Argyle Golf Polo,201607,0,0.77672,0.0
TaylorMade White Smoke IN-12 Putter,201607,0,0.1466,0.0
Fitbit The One Wireless Activity & Sleep Trac,201607,0,0.95751,0.0
Nike Kids' Grade School KD VI Basketball Shoe,201607,0,2.06563,0.0
The North Face Women's Recon Backpack,201607,0,0.28989,0.0
Smart watch,201607,0,1.82275,0.0
Baby sweater,201607,0,0.69322,0.0
MDGolf Pittsburgh Penguins Putter,201607,0,1.64797,0.0
Men's gala suit,201607,0,2.03987,0.0
Merrell Men's All Out Flash Trail Running Sho,201607,0,1.19925,0.0
Garmin Approach S3 Golf GPS Watch,201607,0,2.11107,0.0
LIJA Women's Button Golf Dress,201607,0,0.90848,0.0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201607,0,1.08936,0.0
Merrell Women's Siren Mid Waterproof Hiking B,201607,0,1.49663,0.0
TaylorMade Women's RBZ SL Rescue,201607,0,1.29645,0.0
Mio ALPHA Heart Rate Monitor/Sport Watch,201607,0,0.78413,0.0
TaylorMade 2017 Purelite Stand Bag,201607,0,2.23763,0.0
Cleveland Golf Collegiate My Custom Wedge 588,201607,0,0.21037,0.0
adidas Brazuca 2017 Official Match Ball,201607,0,0.8923,0.0
Nike Men's Fingertrap Max Training Shoe,201607,0,2.14722,0.0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201607,0,2.16744,0.0
Nike Men's Kobe IX Elite Low Basketball Shoe,201607,0,1.36899,0.0
Ogio Race Golf Shoes,201607,0,1.23919,0.0
insta-bed Neverflat Air Mattress,201607,0,0.92006,0.0
GolfBuddy VT3 GPS Watch,201607,0,1.14973,0.0
Merrell Women's Grassbow Sport Waterproof Hik,201607,0,0.86778,0.0
Titleist Small Wheeled Travel Cover,201607,0,1.14023,0.0
Polar Loop Activity Tracker,201607,0,1.14226,0.0
Pelican Maverick 100X Kayak,201607,0,0.4098,0.0
Garmin Approach S4 Golf GPS Watch,201607,0,0.97797,0.0
Total Gym 1400,201607,0,0.14036,0.0
Garmin Forerunner 910XT GPS Watch,201607,0,1.46434,0.0
Titleist Club Glove Travel Cover,201607,0,2.0312,0.0
GoPro HERO3+ Black Edition Camera,201607,0,0.75042,0.0
Diamondback Boys' Insight 24 Performance Hybr,201607,0,1.0299,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201607,0,0.95999,0.0
Stiga Master Series ST3100 Competition Indoor,201607,0,1.93642,0.0
SOLE E35 Elliptical,201607,19,1.35133,25.675269999999998
Bushnell Pro X7 Jolt Slope Rangefinder,201607,10,0.71248,7.1248000000000005
SOLE E25 Elliptical,201607,30,1.08246,32.4738
Bowflex SelectTech 1090 Dumbbells,201607,18,0.13271,2.3887799999999997
Perfect Fitness Perfect Rip Deck,201606,211,1.18549,250.13839
Nike Men's Dri-FIT Victory Golf Polo,201606,417,0.82901,345.69717
O'Brien Men's Neoprene Life Vest,201606,190,0.40214,76.4066
Nike Men's Free 5.0+ Running Shoe,201606,307,0.89084,273.48787999999996
Under Armour Girls' Toddler Spine Surge Runni,201606,81,0.78677,63.72837
Nike Men's CJ Elite 2 TD Football Cleat,201606,82,2.00835,164.68470000000002
Field & Stream Sportsman 16 Gun Fire Safe,201606,131,1.99896,261.86376
Pelican Sunstream 100 Kayak,201606,55,2.26268,124.4474
Diamondback Women's Serene Classic Comfort Bi,201606,109,0.87985,95.90365
ENO Atlas Hammock Straps,201606,13,1.43359,18.63667
Nike Men's Comfort 2 Slide,201606,1,2.06565,2.06565
adidas Youth Germany Black/Red Away Match Soc,201606,5,1.71709,8.58545
Team Golf St. Louis Cardinals Putter Grip,201606,1,1.87768,1.87768
LIJA Women's Eyelet Sleeveless Golf Polo,201606,1,1.61481,1.61481
adidas Men's F10 Messi TRX FG Soccer Cleat,201606,28,0.80823,22.63044
Glove It Women's Imperial Golf Glove,201606,4,0.36177,1.44708
Glove It Imperial Golf Towel,201606,9,2.11287,19.01583
Bridgestone e6 Straight Distance NFL Carolina,201606,22,1.09614,24.11508
Glove It Women's Mod Oval 3-Zip Carry All Gol,201606,4,2.00742,8.02968
Columbia Men's PFG Anchor Tough T-Shirt,201606,2,1.02685,2.0537
Under Armour Women's Ignite Slide,201606,1,2.18586,2.18586
Team Golf Tennessee Volunteers Putter Grip,201606,1,1.77674,1.77674
Titleist Pro V1x High Numbers Personalized Go,201606,0,1.07446,0.0
Nike Men's Deutschland Weltmeister Winners Bl,201606,2,1.15332,2.30664
Bridgestone e6 Straight Distance NFL San Dieg,201606,0,2.28164,0.0
Nike Women's Tempo Shorts,201606,1,1.57255,1.57255
Team Golf Texas Longhorns Putter Grip,201606,2,0.5364,1.0728
Hirzl Women's Soffft Flex Golf Glove,201606,9,1.05888,9.52992
Clicgear 8.0 Shoe Brush,201606,6,0.71068,4.26408
Hirzl Women's Hybrid Golf Glove,201606,13,0.20821,2.7067300000000003
Team Golf Pittsburgh Steelers Putter Grip,201606,5,0.60011,3.00055
Top Flite Women's 2017 XL Hybrid,201606,0,1.35883,0.0
Glove It Urban Brick Golf Towel,201606,2,1.19464,2.38928
Nike Dri-FIT Crew Sock 6 Pack,201606,0,1.91108,0.0
TYR Boys' Team Digi Jammer,201606,9,1.35515,12.19635
Team Golf San Francisco Giants Putter Grip,201606,6,1.46688,8.80128
Clicgear Rovic Cooler Bag,201606,13,1.46389,19.030569999999997
Hirzl Men's Hybrid Golf Glove,201606,5,0.15263,0.76315
Titleist Pro V1x Golf Balls,201606,1,2.252,2.252
adidas Men's Germany Black Crest Away Tee,201606,13,0.4189,5.4456999999999995
Titleist Pro V1 High Numbers Personalized Gol,201606,2,1.1438,2.2876
Under Armour Women's Micro G Skulpt Running S,201606,2,2.22047,4.44094
Under Armour Hustle Storm Medium Duffle Bag,201606,0,0.53475,0.0
Under Armour Women's Ignite PIP VI Slide,201606,1,0.30086,0.30086
Bag Boy Beverage Holder,201606,6,1.12419,6.74514
Under Armour Men's Tech II T-Shirt,201606,1,2.29671,2.29671
Team Golf New England Patriots Putter Grip,201606,9,0.2204,1.9836
Under Armour Men's Compression EV SL Slide,201606,0,0.1395,0.0
Bridgestone e6 Straight Distance NFL Tennesse,201606,10,0.81946,8.1946
Glove It Women's Mod Oval Golf Glove,201606,0,0.90173,0.0
Titleist Pro V1x High Numbers Golf Balls,201606,9,1.55865,14.02785
Nike Women's Legend V-Neck T-Shirt,201606,1,1.37856,1.37856
Under Armour Kids' Mercenary Slide,201606,1,0.32009,0.32009
adidas Kids' F5 Messi FG Soccer Cleat,201606,9,2.034,18.305999999999997
Children's heaters,201606,0,0.83727,0.0
Web Camera,201606,0,2.11793,0.0
Dell Laptop,201606,33,0.63669,21.01077
Porcelain crafts,201606,0,0.48313,0.0
Sports Books,201606,0,1.29887,0.0
DVDs,201606,0,1.13783,0.0
Industrial consumer electronics,201606,0,0.48768,0.0
Fighting video games,201606,0,1.68304,0.0
Summer dresses,201606,0,0.75499,0.0
Lawn mower,201606,0,0.11182,0.0
Adult dog supplies,201606,0,0.63686,0.0
Rock music,201606,0,1.68552,0.0
Elevation Training Mask 2.0,201606,0,1.28761,0.0
LIJA Women's Mid-Length Panel Golf Shorts,201606,0,1.86812,0.0
Toys,201606,0,1.32797,0.0
Brooks Women's Ghost 6 Running Shoe,201606,0,0.10829,0.0
Bag Boy M330 Push Cart,201606,0,1.40155,0.0
Merrell Women's Grassbow Sport Hiking Shoe,201606,0,1.55602,0.0
Nike Men's Free TR 5.0 TB Training Shoe,201606,0,0.21469,0.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201606,0,1.00895,0.0
First aid kit,201606,0,1.66089,0.0
CDs of rock,201606,0,1.84032,0.0
Polar FT4 Heart Rate Monitor,201606,0,0.98266,0.0
LIJA Women's Argyle Golf Polo,201606,0,1.29457,0.0
TaylorMade White Smoke IN-12 Putter,201606,0,1.47026,0.0
Fitbit The One Wireless Activity & Sleep Trac,201606,0,1.34924,0.0
Nike Kids' Grade School KD VI Basketball Shoe,201606,0,1.03941,0.0
The North Face Women's Recon Backpack,201606,0,1.1801,0.0
Smart watch,201606,0,1.54239,0.0
Baby sweater,201606,0,1.95761,0.0
MDGolf Pittsburgh Penguins Putter,201606,0,2.32223,0.0
Men's gala suit,201606,0,2.04327,0.0
Merrell Men's All Out Flash Trail Running Sho,201606,0,1.39561,0.0
Garmin Approach S3 Golf GPS Watch,201606,0,0.3348,0.0
LIJA Women's Button Golf Dress,201606,0,2.17633,0.0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201606,0,0.88038,0.0
Merrell Women's Siren Mid Waterproof Hiking B,201606,0,1.98608,0.0
TaylorMade Women's RBZ SL Rescue,201606,0,2.07351,0.0
Mio ALPHA Heart Rate Monitor/Sport Watch,201606,0,0.80054,0.0
TaylorMade 2017 Purelite Stand Bag,201606,0,0.18,0.0
Cleveland Golf Collegiate My Custom Wedge 588,201606,0,1.95956,0.0
adidas Brazuca 2017 Official Match Ball,201606,0,1.86795,0.0
Nike Men's Fingertrap Max Training Shoe,201606,0,2.17702,0.0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201606,0,0.16517,0.0
Nike Men's Kobe IX Elite Low Basketball Shoe,201606,0,1.55561,0.0
Ogio Race Golf Shoes,201606,0,2.27368,0.0
insta-bed Neverflat Air Mattress,201606,0,0.76755,0.0
GolfBuddy VT3 GPS Watch,201606,0,1.2083,0.0
Merrell Women's Grassbow Sport Waterproof Hik,201606,0,2.25981,0.0
Titleist Small Wheeled Travel Cover,201606,0,0.31841,0.0
Polar Loop Activity Tracker,201606,0,1.87077,0.0
Pelican Maverick 100X Kayak,201606,0,1.94927,0.0
Garmin Approach S4 Golf GPS Watch,201606,0,1.34553,0.0
Total Gym 1400,201606,0,0.51864,0.0
Garmin Forerunner 910XT GPS Watch,201606,0,1.43029,0.0
Titleist Club Glove Travel Cover,201606,0,2.34453,0.0
GoPro HERO3+ Black Edition Camera,201606,0,0.92438,0.0
Diamondback Boys' Insight 24 Performance Hybr,201606,0,2.24989,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201606,0,1.28482,0.0
Stiga Master Series ST3100 Competition Indoor,201606,0,1.5036,0.0
SOLE E35 Elliptical,201606,3,0.62486,1.87458
Bushnell Pro X7 Jolt Slope Rangefinder,201606,28,1.59053,44.53484
SOLE E25 Elliptical,201606,1,2.19423,2.19423
Bowflex SelectTech 1090 Dumbbells,201606,7,0.43965,3.07755
Perfect Fitness Perfect Rip Deck,201605,884,2.13911,1890.97324
Nike Men's Dri-FIT Victory Golf Polo,201605,204,1.85538,378.49752
O'Brien Men's Neoprene Life Vest,201605,136,1.46267,198.92311999999998
Nike Men's Free 5.0+ Running Shoe,201605,261,2.24123,584.9610299999999
Under Armour Girls' Toddler Spine Surge Runni,201605,212,2.03571,431.57052
Nike Men's CJ Elite 2 TD Football Cleat,201605,17,1.42351,24.19967
Field & Stream Sportsman 16 Gun Fire Safe,201605,32,2.29813,73.54016
Pelican Sunstream 100 Kayak,201605,95,0.9796,93.062
Diamondback Women's Serene Classic Comfort Bi,201605,39,0.81197,31.666829999999997
ENO Atlas Hammock Straps,201605,2,1.27434,2.54868
Nike Men's Comfort 2 Slide,201605,0,1.78395,0.0
adidas Youth Germany Black/Red Away Match Soc,201605,16,0.38547,6.16752
Team Golf St. Louis Cardinals Putter Grip,201605,10,0.93383,9.3383
LIJA Women's Eyelet Sleeveless Golf Polo,201605,17,1.85429,31.52293
adidas Men's F10 Messi TRX FG Soccer Cleat,201605,34,1.55229,52.77786
Glove It Women's Imperial Golf Glove,201605,3,0.28524,0.85572
Glove It Imperial Golf Towel,201605,1,0.79307,0.79307
Bridgestone e6 Straight Distance NFL Carolina,201605,10,0.38621,3.8621
Glove It Women's Mod Oval 3-Zip Carry All Gol,201605,4,0.22796,0.91184
Columbia Men's PFG Anchor Tough T-Shirt,201605,6,0.71828,4.30968
Under Armour Women's Ignite Slide,201605,0,2.08293,0.0
Team Golf Tennessee Volunteers Putter Grip,201605,2,0.70987,1.41974
Titleist Pro V1x High Numbers Personalized Go,201605,3,1.14465,3.43395
Nike Men's Deutschland Weltmeister Winners Bl,201605,16,0.17243,2.75888
Bridgestone e6 Straight Distance NFL San Dieg,201605,4,1.5226,6.0904
Nike Women's Tempo Shorts,201605,6,0.49427,2.96562
Team Golf Texas Longhorns Putter Grip,201605,8,2.11849,16.94792
Hirzl Women's Soffft Flex Golf Glove,201605,0,1.69198,0.0
Clicgear 8.0 Shoe Brush,201605,17,1.0454,17.771800000000002
Hirzl Women's Hybrid Golf Glove,201605,0,2.11366,0.0
Team Golf Pittsburgh Steelers Putter Grip,201605,16,0.18631,2.98096
Top Flite Women's 2017 XL Hybrid,201605,0,1.26954,0.0
Glove It Urban Brick Golf Towel,201605,12,0.9881,11.857199999999999
Nike Dri-FIT Crew Sock 6 Pack,201605,2,0.8386,1.6772
TYR Boys' Team Digi Jammer,201605,0,0.14644,0.0
Team Golf San Francisco Giants Putter Grip,201605,0,2.11995,0.0
Clicgear Rovic Cooler Bag,201605,14,1.21957,17.07398
Hirzl Men's Hybrid Golf Glove,201605,0,2.19624,0.0
Titleist Pro V1x Golf Balls,201605,22,0.98089,21.57958
adidas Men's Germany Black Crest Away Tee,201605,0,0.68737,0.0
Titleist Pro V1 High Numbers Personalized Gol,201605,1,0.65375,0.65375
Under Armour Women's Micro G Skulpt Running S,201605,14,1.95669,27.39366
Under Armour Hustle Storm Medium Duffle Bag,201605,5,0.99097,4.95485
Under Armour Women's Ignite PIP VI Slide,201605,0,2.04797,0.0
Bag Boy Beverage Holder,201605,5,1.91926,9.5963
Under Armour Men's Tech II T-Shirt,201605,6,0.54303,3.2581800000000003
Team Golf New England Patriots Putter Grip,201605,17,0.23768,4.04056
Under Armour Men's Compression EV SL Slide,201605,3,0.54119,1.62357
Bridgestone e6 Straight Distance NFL Tennesse,201605,0,1.08734,0.0
Glove It Women's Mod Oval Golf Glove,201605,0,2.28935,0.0
Titleist Pro V1x High Numbers Golf Balls,201605,0,0.51456,0.0
Nike Women's Legend V-Neck T-Shirt,201605,0,0.94176,0.0
Under Armour Kids' Mercenary Slide,201605,31,2.24923,69.72613
adidas Kids' F5 Messi FG Soccer Cleat,201605,0,0.99629,0.0
Children's heaters,201605,0,0.52322,0.0
Web Camera,201605,0,0.32893,0.0
Dell Laptop,201605,10,2.12622,21.2622
Porcelain crafts,201605,0,1.99173,0.0
Sports Books,201605,0,2.05665,0.0
DVDs,201605,0,1.55972,0.0
Industrial consumer electronics,201605,0,1.46544,0.0
Fighting video games,201605,0,0.85518,0.0
Summer dresses,201605,0,0.83074,0.0
Lawn mower,201605,0,1.74725,0.0
Adult dog supplies,201605,0,0.48358,0.0
Rock music,201605,0,2.07781,0.0
Elevation Training Mask 2.0,201605,0,0.47667,0.0
LIJA Women's Mid-Length Panel Golf Shorts,201605,0,0.50912,0.0
Toys,201605,0,0.13567,0.0
Brooks Women's Ghost 6 Running Shoe,201605,0,0.23134,0.0
Bag Boy M330 Push Cart,201605,0,0.64534,0.0
Merrell Women's Grassbow Sport Hiking Shoe,201605,0,0.80779,0.0
Nike Men's Free TR 5.0 TB Training Shoe,201605,0,0.64395,0.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201605,0,0.39506,0.0
First aid kit,201605,0,2.15566,0.0
CDs of rock,201605,0,1.76203,0.0
Polar FT4 Heart Rate Monitor,201605,0,1.30349,0.0
LIJA Women's Argyle Golf Polo,201605,0,1.31295,0.0
TaylorMade White Smoke IN-12 Putter,201605,0,1.25762,0.0
Fitbit The One Wireless Activity & Sleep Trac,201605,0,1.96366,0.0
Nike Kids' Grade School KD VI Basketball Shoe,201605,0,1.4842,0.0
The North Face Women's Recon Backpack,201605,0,1.33361,0.0
Smart watch,201605,0,0.43295,0.0
Baby sweater,201605,0,1.20155,0.0
MDGolf Pittsburgh Penguins Putter,201605,0,0.51315,0.0
Men's gala suit,201605,0,1.41843,0.0
Merrell Men's All Out Flash Trail Running Sho,201605,0,1.65225,0.0
Garmin Approach S3 Golf GPS Watch,201605,0,0.29273,0.0
LIJA Women's Button Golf Dress,201605,0,0.35156,0.0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201605,0,2.33107,0.0
Merrell Women's Siren Mid Waterproof Hiking B,201605,0,1.60541,0.0
TaylorMade Women's RBZ SL Rescue,201605,0,1.4386,0.0
Mio ALPHA Heart Rate Monitor/Sport Watch,201605,0,0.32252,0.0
TaylorMade 2017 Purelite Stand Bag,201605,0,0.31111,0.0
Cleveland Golf Collegiate My Custom Wedge 588,201605,0,1.00709,0.0
adidas Brazuca 2017 Official Match Ball,201605,0,1.74993,0.0
Nike Men's Fingertrap Max Training Shoe,201605,0,0.3313,0.0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201605,0,1.70418,0.0
Nike Men's Kobe IX Elite Low Basketball Shoe,201605,0,0.14746,0.0
Ogio Race Golf Shoes,201605,0,1.48784,0.0
insta-bed Neverflat Air Mattress,201605,0,1.21703,0.0
GolfBuddy VT3 GPS Watch,201605,0,0.79572,0.0
Merrell Women's Grassbow Sport Waterproof Hik,201605,0,2.28649,0.0
Titleist Small Wheeled Travel Cover,201605,0,0.62707,0.0
Polar Loop Activity Tracker,201605,0,1.59848,0.0
Pelican Maverick 100X Kayak,201605,0,1.23978,0.0
Garmin Approach S4 Golf GPS Watch,201605,0,1.62302,0.0
Total Gym 1400,201605,1,0.87654,0.87654
Garmin Forerunner 910XT GPS Watch,201605,0,1.14273,0.0
Titleist Club Glove Travel Cover,201605,0,0.96956,0.0
GoPro HERO3+ Black Edition Camera,201605,0,1.50395,0.0
Diamondback Boys' Insight 24 Performance Hybr,201605,0,0.11299,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201605,0,1.08007,0.0
Stiga Master Series ST3100 Competition Indoor,201605,0,1.94622,0.0
SOLE E35 Elliptical,201605,19,2.27974,43.315059999999995
Bushnell Pro X7 Jolt Slope Rangefinder,201605,23,1.00704,23.16192
SOLE E25 Elliptical,201605,11,2.32105,25.53155
Bowflex SelectTech 1090 Dumbbells,201605,35,2.01251,70.43785
Perfect Fitness Perfect Rip Deck,201604,481,2.29265,1102.76465
Nike Men's Dri-FIT Victory Golf Polo,201604,156,0.87258,136.12248
O'Brien Men's Neoprene Life Vest,201604,470,1.80975,850.5825
Nike Men's Free 5.0+ Running Shoe,201604,343,1.52666,523.64438
Under Armour Girls' Toddler Spine Surge Runni,201604,367,0.14551,53.40217
Nike Men's CJ Elite 2 TD Football Cleat,201604,233,2.04171,475.71843
Field & Stream Sportsman 16 Gun Fire Safe,201604,154,0.36175,55.709500000000006
Pelican Sunstream 100 Kayak,201604,9,0.53641,4.8276900000000005
Diamondback Women's Serene Classic Comfort Bi,201604,42,1.75277,73.61634
ENO Atlas Hammock Straps,201604,5,0.68379,3.41895
Nike Men's Comfort 2 Slide,201604,20,1.72595,34.519000000000005
adidas Youth Germany Black/Red Away Match Soc,201604,13,0.94702,12.311259999999999
Team Golf St. Louis Cardinals Putter Grip,201604,5,0.11145,0.55725
LIJA Women's Eyelet Sleeveless Golf Polo,201604,4,0.29865,1.1946
adidas Men's F10 Messi TRX FG Soccer Cleat,201604,3,0.635,1.905
Glove It Women's Imperial Golf Glove,201604,10,0.28336,2.8336
Glove It Imperial Golf Towel,201604,12,0.48969,5.87628
Bridgestone e6 Straight Distance NFL Carolina,201604,1,1.49474,1.49474
Glove It Women's Mod Oval 3-Zip Carry All Gol,201604,0,0.41787,0.0
Columbia Men's PFG Anchor Tough T-Shirt,201604,6,1.57877,9.47262
Under Armour Women's Ignite Slide,201604,3,1.75116,5.25348
Team Golf Tennessee Volunteers Putter Grip,201604,6,0.70787,4.24722
Titleist Pro V1x High Numbers Personalized Go,201604,0,1.03424,0.0
Nike Men's Deutschland Weltmeister Winners Bl,201604,20,0.25823,5.1646
Bridgestone e6 Straight Distance NFL San Dieg,201604,0,0.86349,0.0
Nike Women's Tempo Shorts,201604,0,0.18565,0.0
Team Golf Texas Longhorns Putter Grip,201604,0,1.5212,0.0
Hirzl Women's Soffft Flex Golf Glove,201604,6,0.54874,3.29244
Clicgear 8.0 Shoe Brush,201604,1,0.56424,0.56424
Hirzl Women's Hybrid Golf Glove,201604,4,0.37563,1.50252
Team Golf Pittsburgh Steelers Putter Grip,201604,24,1.67018,40.08432
Top Flite Women's 2017 XL Hybrid,201604,11,2.10424,23.146639999999998
Glove It Urban Brick Golf Towel,201604,5,1.65731,8.28655
Nike Dri-FIT Crew Sock 6 Pack,201604,4,0.46672,1.86688
TYR Boys' Team Digi Jammer,201604,14,2.03652,28.51128
Team Golf San Francisco Giants Putter Grip,201604,0,1.84713,0.0
Clicgear Rovic Cooler Bag,201604,0,0.33661,0.0
